query,result,score
0046|0035|0018,0064|0005|0009,0.8461353780448981
0064|0005|0009,0046|0035|0018,0.8461353780448981
0076|0032|0000,0075|0030|0000,0.845713978670975
0063|0005|0014,0048|0036|0006,0.8456060469269109
0068|0069|0000,0069|0038|0001,0.8456060469269109
0048|0036|0006,0063|0005|0014,0.8456060469269109
0064|0007|0028,0046|0035|0016,0.8452617523029298
0046|0035|0016,0064|0007|0028,0.8452617523029298
0046|0035|0016,0045|0027|0028,0.8452617523029298
0045|0027|0028,0046|0035|0016,0.8452617523029298
0069|0011|0016,0068|0020|0015,0.8447735066506541
0068|0020|0015,0069|0011|0016,0.8447735066506541
0090|0022|0009,0092|0013|0015,0.8441641243438371
0068|0130|0021,0069|0040|0015,0.8441641243438371
0092|0013|0015,0090|0022|0009,0.8441641243438371
0069|0040|0015,0068|0130|0021,0.8441641243438371
0087|0018|0028,0091|0019|0015,0.8438976966354963
0087|0011|0014,0089|0028|0015,0.8438323347648071
0068|0383|0019,0067|0202|0007,0.8438296140963869
0067|0202|0007,0068|0383|0019,0.8438296140963869
0067|0202|0007,0068|0383|0018,0.8436310738352709
0068|0383|0018,0067|0202|0007,0.8436310738352709
0091|0037|0051,0076|0066|0004,0.8436112881703339
0076|0066|0004,0091|0037|0051,0.8436112881703339
0089|0028|0015,0087|0011|0014,0.8432101478853166
0091|0019|0015,0087|0018|0028,0.8431339019329497
0067|0091|0009,0068|0362|0029,0.8422511746243517
0068|0362|0029,0067|0091|0009,0.8422511746243517
0046|0034|0004,0063|0008|0029,0.8419539711731491
0063|0008|0029,0046|0034|0004,0.8419539711731491
0047|0023|0007,0064|0002|0029,0.8419365322416251
0045|0022|0029,0047|0023|0007,0.8419365322416251
0047|0023|0007,0045|0022|0029,0.8419365322416251
0064|0002|0029,0047|0023|0007,0.8419365322416251
0093|0005|0009,0083|0038|0014,0.8418738456316578
0083|0038|0014,0093|0005|0009,0.8418738456316578
0067|0149|0036,0077|0005|0047,0.8405187413883114
0077|0005|0047,0067|0149|0036,0.8405187413883114
0090|0019|0014,0092|0010|0014,0.8400465575545711
0092|0013|0014,0090|0102|0018,0.8399870909551809
0090|0102|0018,0092|0013|0014,0.8399870909551809
0076|0069|0037,0091|0035|0002,0.8395855504384531
0091|0035|0002,0076|0069|0037,0.8395855504384531
0092|0010|0014,0090|0019|0014,0.8395754195180313
0093|0004|0023,0083|0037|0022,0.8393181069410838
0083|0037|0022,0093|0004|0023,0.8393181069410838
0091|0018|0005,0087|0019|0005,0.8390778096524212
0076|0009|0028,0087|0007|0017,0.8385842540234009
0087|0007|0017,0076|0009|0028,0.8385842540234009
0076|0056|0000,0089|0044|0000,0.8385342175095138
0087|0019|0005,0091|0018|0005,0.8384387210714358
0047|0025|0015,0064|0004|0023,0.8381098951593456
0064|0004|0023,0047|0025|0015,0.8381098951593456
0047|0025|0015,0045|0024|0023,0.8381098951593456
0045|0024|0023,0047|0025|0015,0.8381098951593456
0076|0069|0042,0091|0038|0037,0.8380055871435848
0069|0038|0037,0068|0069|0035,0.8380055871435848
0091|0038|0037,0076|0069|0042,0.8380055871435848
0089|0044|0000,0076|0056|0000,0.8380055871435848
0068|0069|0035,0069|0038|0037,0.8380055871435848
0090|0100|0023,0092|0024|0028,0.8374213307350815
0092|0024|0028,0090|0100|0023,0.8374213307350815
0047|0028|0028,0046|0033|0023,0.8365439321908346
0046|0033|0023,0047|0028|0028,0.8365439321908346
0047|0024|0014,0046|0029|0020,0.8362886972049357
0046|0029|0020,0047|0024|0014,0.8362886972049357
0075|0036|0021,0076|0036|0028,0.8360981181341536
0076|0036|0028,0075|0036|0021,0.8360981181341536
0090|0110|0035,0092|0035|0035,0.8358230801378418
0092|0035|0035,0090|0110|0035,0.8358230801378418
0068|0041|0008,0069|0041|0009,0.8356851224572917
0090|0022|0000,0092|0013|0006,0.835346300011948
0087|0011|0014,0075|0017|0019,0.835346300011948
0076|0065|0028,0091|0038|0009,0.835346300011948
0075|0017|0019,0087|0011|0014,0.835346300011948
0092|0013|0006,0090|0022|0000,0.835346300011948
0091|0038|0009,0076|0065|0028,0.835346300011948
0068|0130|0014,0069|0035|0009,0.8353420589385804
0069|0035|0009,0068|0130|0014,0.8353420589385804
0069|0030|0003,0068|0130|0018,0.835241642255403
0068|0130|0018,0069|0030|0003,0.835241642255403
0069|0030|0004,0068|0130|0017,0.835241642255403
0068|0130|0017,0069|0030|0004,0.835241642255403
0069|0041|0009,0068|0041|0008,0.8351687327897678
0075|0041|0000,0087|0025|0000,0.8344077341107748
0087|0025|0000,0075|0041|0000,0.8338542560892604
0081|0003|0000,0079|0002|0009,0.8338542560892604
0079|0002|0009,0081|0003|0000,0.8338542560892604
0068|0321|0028,0069|0039|0029,0.8334844567872388
0045|0016|0000,0046|0020|0002,0.833078701050083
0046|0020|0002,0045|0016|0000,0.833078701050083
0047|0012|0016,0046|0018|0015,0.832874714265896
0069|0034|0028,0068|0321|0028,0.83268266078192
0068|0383|0023,0067|0200|0017,0.83268266078192
0067|0200|0017,0068|0383|0023,0.83268266078192
0069|0039|0029,0068|0321|0028,0.83268266078192
0087|0018|0029,0091|0018|0023,0.8322522532806077
0091|0018|0023,0087|0018|0029,0.8322522532806077
0089|0044|0004,0091|0028|0003,0.8319951278086806
0089|0044|0004,0087|0029|0003,0.8319951278086806
0046|0018|0015,0047|0012|0016,0.8319384370664669
0076|0029|0001,0089|0031|0003,0.8318346593229526
0089|0031|0003,0076|0029|0001,0.8318346593229526
0091|0028|0003,0089|0044|0004,0.8315056237539307
0087|0029|0003,0089|0044|0004,0.8315056237539307
0068|0321|0028,0069|0034|0028,0.8313345506886102
0090|0104|0028,0092|0029|0006,0.8310405084085684
0092|0029|0006,0090|0104|0028,0.8310405084085684
0050|0012|0015,0047|0028|0023,0.8310351261930585
0047|0028|0023,0050|0012|0015,0.8310351261930585
0083|0035|0007,0093|0007|0014,0.8309183990770301
0093|0007|0014,0083|0035|0007,0.8309183990770301
0046|0027|0032,0045|0022|0009,0.8292181767323844
0046|0027|0032,0064|0002|0009,0.8292181767323844
0045|0022|0009,0046|0027|0032,0.8292181767323844
0064|0002|0009,0046|0027|0032,0.8292181767323844
0084|0093|0015,0090|0101|0018,0.8291705932865434
0090|0101|0018,0084|0093|0015,0.8291705932865434
0068|0068|0036,0069|0037|0042,0.8287981858682639
0069|0037|0042,0068|0068|0036,0.8287981858682639
0048|0031|0014,0063|0010|0006,0.828213806478924
0063|0010|0006,0048|0031|0014,0.828213806478924
0075|0013|0014,0076|0032|0030,0.8281759993039591
0076|0032|0030,0075|0013|0014,0.8281759993039591
0091|0028|0000,0075|0055|0000,0.8280213108873489
0075|0055|0000,0091|0028|0000,0.8280213108873489
0075|0055|0000,0087|0029|0000,0.8280213108873489
0087|0029|0000,0075|0055|0000,0.8280213108873489
0047|0030|0017,0045|0027|0028,0.8276756472065173
0045|0027|0028,0047|0030|0017,0.8276756472065173
0096|0008|0028,0094|0008|0021,0.8276756472065173
0064|0007|0028,0047|0030|0017,0.8276756472065173
0047|0030|0017,0064|0007|0028,0.8276756472065173
0067|0024|0002,0068|0330|0023,0.8276756472065173
0094|0008|0021,0096|0008|0028,0.8276756472065173
0068|0330|0023,0067|0024|0002,0.8276756472065173
0057|0008|0000,0060|0006|0009,0.8276748809769751
0060|0006|0009,0057|0008|0000,0.8276748809769751
0064|0007|0028,0063|0008|0015,0.8275810089084006
0045|0027|0028,0063|0008|0015,0.8275810089084006
0063|0008|0015,0064|0007|0028,0.8275810089084006
0063|0008|0015,0045|0027|0028,0.8275810089084006
0096|0007|0023,0094|0007|0016,0.8268605490992703
0094|0007|0016,0096|0007|0023,0.8268605490992703
0093|0007|0008,0083|0035|0001,0.8267326991315141
0083|0035|0001,0093|0007|0008,0.8267326991315141
0076|0063|0018,0091|0036|0015,0.8258846826830535
0091|0036|0015,0076|0063|0018,0.8258846826830535
0047|0016|0014,0046|0022|0014,0.8255414263462425
0067|0188|0017,0068|0369|0017,0.8254851724052117
0064|0002|0029,0048|0028|0020,0.8253402790009298
0048|0028|0020,0064|0002|0029,0.8253402790009298
0045|0022|0029,0048|0028|0020,0.8253402790009298
0048|0028|0020,0045|0022|0029,0.8253402790009298
0068|0369|0017,0067|0188|0017,0.8248765135255685
0046|0022|0014,0047|0016|0014,0.8248765135255685
0068|0383|0016,0067|0200|0006,0.8248631783379907
0067|0200|0006,0068|0383|0016,0.8248631783379907
0069|0040|0014,0068|0040|0028,0.8238681247557303
0045|0027|0028,0050|0012|0020,0.8238238163278309
0050|0012|0020,0045|0027|0028,0.8238238163278309
0064|0007|0028,0050|0012|0020,0.8238238163278309
0050|0012|0020,0064|0007|0028,0.8238238163278309
0068|0364|0000,0067|0182|0000,0.8238238163278309
0048|0031|0014,0050|0012|0020,0.8238036447452214
0050|0012|0020,0048|0031|0014,0.8238036447452214
0068|0040|0028,0069|0040|0014,0.8233044597215138
0064|0007|0028,0045|0029|0019,0.8233044597215138
0045|0027|0028,0064|0009|0019,0.8233044597215138
0067|0182|0000,0068|0364|0000,0.8233044597215138
0045|0029|0019,0064|0007|0028,0.8233044597215138
0064|0009|0019,0045|0027|0028,0.8233044597215138
0068|0068|0031,0069|0032|0036,0.8232683511210463
0069|0032|0036,0068|0068|0031,0.8232683511210463
0063|0008|0014,0046|0035|0017,0.8231733284644825
0075|0013|0014,0091|0037|0036,0.822852917662655
0091|0037|0036,0075|0013|0014,0.822852917662655
0046|0035|0017,0063|0008|0014,0.8226273024311939
0075|0013|0014,0091|0033|0042,0.8223955602489635
0091|0033|0042,0075|0013|0014,0.8223182418047995
0090|0022|0043,0092|0013|0044,0.8221813932369305
0092|0013|0044,0090|0022|0043,0.8221813932369305
0087|0005|0023,0091|0005|0009,0.8219058962686364
0091|0005|0009,0087|0005|0023,0.8211620058989094
0091|0013|0032,0087|0013|0028,0.8211119346761782
0087|0013|0028,0091|0013|0032,0.8211119346761782
0046|0032|0028,0045|0026|0029,0.8209512402593354
0046|0032|0028,0064|0006|0029,0.8209512402593354
0002|0009|0006,0012|0008|0001,0.8207515273873133
0012|0008|0001,0002|0009|0006,0.8207515273873133
0046|0028|0009,0047|0023|0003,0.8207124605935063
0047|0023|0003,0046|0028|0009,0.8207124605935063
0048|0029|0028,0046|0029|0014,0.8204954767169905
0068|0357|0016,0067|0175|0015,0.8203689602678171
0090|0102|0042,0092|0026|0042,0.8203018346569024
0046|0029|0014,0048|0029|0028,0.8202014887555306
0096|0003|0014,0095|0003|0014,0.8200123297196334
0087|0018|0015,0076|0036|0015,0.8200123297196334
0095|0003|0014,0096|0003|0014,0.8200123297196334
0076|0036|0015,0087|0018|0015,0.8200123297196334
0092|0026|0042,0090|0102|0042,0.8199277649246208
0046|0037|0015,0048|0038|0006,0.8198428658878076
0048|0038|0006,0046|0037|0015,0.8198428658878076
0067|0175|0015,0068|0357|0016,0.8197771823231808
0045|0026|0029,0046|0032|0028,0.8196189957582152
0064|0006|0029,0046|0032|0028,0.8196189957582152
0075|0040|0006,0076|0041|0007,0.8192953171349731
0068|0041|0020,0069|0036|0007,0.8192477357844326
0069|0036|0007,0068|0041|0020,0.8192477357844326
0068|0363|0008,0067|0091|0028,0.8191754315970632
0067|0091|0028,0068|0363|0008,0.8191754315970632
0069|0030|0015,0068|0040|0036,0.8188970371875877
0068|0040|0036,0069|0030|0015,0.8188970371875877
0087|0006|0014,0091|0006|0021,0.8188390243793079
0091|0006|0021,0087|0006|0014,0.8188390243793079
0076|0041|0007,0075|0040|0006,0.818704313669086
0091|0038|0003,0076|0066|0016,0.818704313669086
0076|0066|0016,0091|0038|0003,0.818704313669086
0047|0028|0029,0048|0031|0015,0.8182887291020996
0048|0031|0015,0047|0028|0029,0.8182887291020996
0090|0047|0014,0092|0034|0008,0.8182130577526989
0092|0034|0008,0090|0047|0014,0.8182130577526989
0046|0037|0015,0047|0032|0009,0.8181125734120911
0047|0032|0009,0046|0037|0015,0.8181125734120911
0090|0101|0004,0092|0025|0017,0.8179350343989591
0083|0035|0021,0093|0007|0028,0.8178470313407157
0093|0007|0028,0083|0035|0021,0.8178470313407157
0048|0031|0014,0047|0028|0028,0.8177978265964414
0047|0028|0028,0048|0031|0014,0.8177978265964414
0092|0025|0017,0090|0101|0004,0.8174443440795498
0068|0068|0031,0069|0037|0037,0.8155687424054179
0069|0037|0037,0068|0068|0031,0.8155687424054179
0091|0018|0028,0089|0043|0020,0.8151408459347511
0089|0043|0020,0091|0018|0028,0.8151408459347511
0068|0362|0003,0067|0176|0003,0.8148691130388024
0067|0176|0003,0068|0362|0003,0.8148691130388024
0046|0028|0001,0048|0028|0009,0.8144564164703691
0048|0028|0009,0046|0028|0001,0.8144564164703691
0091|0023|0000,0087|0024|0000,0.8144257600447434
0087|0024|0000,0091|0023|0000,0.813856591306975
0089|0008|0022,0071|0009|0014,0.813856591306975
0067|0204|0015,0068|0385|0022,0.813856591306975
0088|0013|0033,0071|0014|0003,0.813856591306975
0068|0385|0022,0067|0204|0015,0.813856591306975
0071|0014|0003,0088|0013|0033,0.813856591306975
0071|0009|0014,0089|0008|0022,0.813856591306975
0047|0028|0028,0064|0005|0006,0.8132493528194856
0064|0005|0006,0047|0028|0028,0.8132493528194856
0047|0028|0028,0045|0025|0006,0.8132493528194856
0045|0025|0006,0047|0028|0028,0.8132493528194856
0089|0023|0001,0091|0007|0023,0.8131425411681484
0091|0007|0023,0089|0023|0001,0.8131425411681484
0087|0007|0009,0089|0023|0001,0.8126992285623375
0089|0023|0001,0087|0007|0009,0.8126992285623375
0094|0006|0009,0096|0006|0015,0.8124760938075204
0096|0006|0015,0094|0006|0009,0.8124760938075204
0047|0016|0009,0046|0022|0009,0.8124711778267705
0068|0384|0002,0067|0203|0002,0.812378723232787
0067|0191|0001,0068|0372|0006,0.812316127112615
0068|0372|0006,0067|0191|0001,0.812316127112615
0067|0203|0002,0068|0384|0002,0.8119439151292405
0045|0027|0020,0046|0033|0017,0.8115699931635378
0046|0033|0017,0045|0027|0020,0.8115699931635378
0046|0033|0017,0064|0007|0020,0.8115699931635378
0064|0007|0020,0046|0033|0017,0.8115699931635378
0046|0022|0009,0047|0016|0009,0.8114217758899006
0047|0022|0023,0046|0027|0029,0.8107937866872665
0046|0027|0029,0047|0022|0023,0.8107937866872665
0045|0014|0014,0046|0018|0015,0.8105932471967202
0046|0018|0015,0045|0014|0014,0.8105932471967202
0069|0037|0037,0068|0138|0035,0.8102897029643252
0068|0138|0035,0069|0037|0037,0.8102897029643252
0091|0005|0022,0087|0004|0031,0.8101300328409795
0087|0004|0031,0091|0005|0022,0.8101300328409795
0046|0031|0001,0048|0031|0019,0.8098423127793178
0048|0031|0019,0046|0031|0001,0.8098423127793178
0047|0025|0016,0046|0030|0019,0.809557746680067
0046|0030|0019,0047|0025|0016,0.809557746680067
0075|0026|0028,0076|0028|0016,0.8094220211349227
0075|0026|0028,0089|0030|0019,0.8094220211349227
0089|0030|0019,0075|0026|0028,0.8094220211349227
0076|0028|0016,0075|0026|0028,0.8094220211349227
0046|0036|0022,0047|0031|0022,0.8092719196873692
0047|0031|0022,0046|0036|0022,0.8092719196873692
0089|0037|0009,0087|0018|0028,0.8092031696829527
0087|0018|0028,0089|0037|0009,0.8092031696829527
0091|0017|0029,0089|0037|0009,0.8092031696829527
0089|0037|0009,0091|0017|0029,0.8092031696829527
0063|0012|0001,0046|0037|0009,0.8090038291087852
0046|0037|0009,0063|0012|0001,0.8090038291087852
0012|0008|0030,0002|0010|0000,0.8087648627794569
0002|0010|0000,0012|0008|0030,0.8087648627794569
0045|0044|0016,0046|0056|0019,0.8087405797366504
0046|0056|0019,0045|0044|0016,0.8087405797366504
0068|0359|0002,0067|0181|0009,0.8081872706402911
0067|0181|0009,0068|0359|0002,0.8081872706402911
0046|0026|0000,0047|0021|0000,0.8080559561529747
0081|0003|0004,0079|0002|0014,0.8080175208290363
0079|0002|0014,0081|0003|0004,0.8080175208290363
0069|0034|0009,0068|0129|0000,0.8078728054006042
0068|0129|0000,0069|0034|0009,0.8078728054006042
0047|0021|0000,0046|0026|0000,0.8076608287085566
0012|0007|0000,0023|0012|0004,0.8061823417913228
0023|0012|0004,0012|0007|0000,0.8061823417913228
0076|0067|0004,0091|0032|0000,0.8061333649639933
0091|0032|0000,0076|0067|0004,0.8061333649639933
0091|0005|0002,0087|0004|0035,0.8052167247208352
0087|0004|0035,0091|0005|0002,0.8052167247208352
0063|0005|0019,0046|0031|0001,0.8039946934055502
0046|0031|0001,0063|0005|0019,0.8039946934055502
0087|0020|0009,0089|0038|0007,0.8039885820518873
0075|0018|0042,0076|0020|0029,0.8038837483532185
0075|0017|0028,0076|0019|0018,0.8038837483532185
0076|0020|0029,0075|0018|0042,0.8038837483532185
0076|0019|0018,0075|0017|0028,0.8038837483532185
0096|0005|0004,0094|0005|0004,0.803815031530062
0094|0005|0004,0096|0005|0004,0.803815031530062
0068|0379|0009,0067|0198|0014,0.8038019482772603
0067|0198|0014,0068|0379|0009,0.8038019482772603
0069|0033|0015,0068|0069|0009,0.8035873825307864
0068|0069|0009,0069|0033|0015,0.8035873825307864
0091|0016|0007,0087|0016|0002,0.8034963069661472
0087|0016|0002,0091|0016|0007,0.8034963069661472
0063|0005|0014,0047|0025|0034,0.8034512038068883
0047|0025|0034,0063|0005|0014,0.8034512038068883
0086|0013|0030,0088|0007|0015,0.8034512038068883
0088|0007|0015,0086|0013|0030,0.8034512038068883
0076|0018|0005,0075|0016|0014,0.8033331639285793
0075|0016|0014,0076|0018|0005,0.8033331639285793
0089|0038|0007,0087|0020|0009,0.8029812000578134
0069|0032|0001,0068|0035|0000,0.8029801939413355
0069|0037|0001,0068|0035|0000,0.8029801939413355
0068|0035|0000,0069|0037|0001,0.8026693926662241
0068|0035|0000,0069|0032|0001,0.8026693926662241
0076|0009|0028,0091|0007|0029,0.8022998220952824
0091|0007|0029,0076|0009|0028,0.8022998220952824
0068|0359|0001,0067|0091|0028,0.8007322989600029
0091|0011|0015,0089|0028|0015,0.8005686121824717
0089|0028|0015,0091|0011|0015,0.8005686121824717
0067|0091|0028,0068|0359|0001,0.8002746263291953
0093|0005|0021,0083|0038|0028,0.8001711224629631
0083|0038|0028,0093|0005|0021,0.8001711224629631
0085|0006|0004,0083|0007|0029,0.800004244088118
0083|0007|0029,0085|0006|0004,0.800004244088118
0068|0323|0022,0069|0030|0029,0.7994635320607869
0069|0030|0029,0068|0323|0022,0.7994635320607869
0076|0064|0042,0091|0037|0037,0.7991685832062279
0091|0037|0037,0076|0064|0042,0.7991685832062279
0064|0007|0028,0047|0028|0028,0.7990204371173256
0045|0027|0028,0047|0028|0028,0.7990204371173256
0048|0038|0017,0047|0032|0021,0.7989774650221996
0047|0032|0021,0048|0038|0017,0.7989774650221996
0068|0138|0001,0069|0025|0000,0.7989554057324884
0069|0025|0000,0068|0138|0001,0.7986255895306563
0047|0028|0028,0064|0007|0028,0.7984737721008085
0045|0027|0028,0048|0034|0014,0.7984737721008085
0047|0028|0028,0045|0027|0028,0.7984737721008085
0064|0007|0028,0048|0034|0014,0.7984737721008085
0048|0034|0014,0064|0007|0028,0.7984737721008085
0048|0034|0014,0045|0027|0028,0.7984737721008085
0068|0069|0000,0069|0033|0005,0.7984737721008085
0092|0034|0002,0090|0047|0008,0.7984737721008085
0090|0047|0008,0092|0034|0002,0.7984737721008085
0069|0033|0005,0068|0069|0000,0.7984737721008085
0023|0012|0023,0012|0007|0019,0.7983310165251871
0012|0007|0019,0023|0012|0023,0.7983310165251871
0095|0010|0016,0096|0008|0028,0.798228613598419
0096|0008|0028,0095|0010|0016,0.798228613598419
0089|0038|0000,0091|0019|0000,0.7981256013410023
0091|0019|0000,0089|0038|0000,0.7981256013410023
0075|0017|0023,0076|0019|0015,0.7980563701009259
0076|0019|0015,0075|0017|0023,0.7980563701009259
0046|0020|0002,0048|0015|0033,0.7977524246539416
0048|0015|0033,0046|0020|0002,0.7977524246539416
0091|0012|0009,0076|0019|0028,0.7975219547461047
0076|0019|0028,0091|0012|0009,0.7975219547461047
0090|0099|0014,0092|0023|0023,0.7972852025750108
0092|0023|0023,0090|0099|0014,0.7972852025750108
0089|0009|0028,0071|0014|0001,0.7970506822673431
0071|0014|0001,0089|0009|0028,0.7970506822673431
0047|0023|0030,0063|0003|0014,0.7968409196556119
0063|0003|0014,0047|0023|0030,0.7968409196556119
0092|0016|0022,0090|0025|0014,0.7965968878511809
0090|0025|0014,0092|0016|0022,0.7965968878511809
0094|0006|0014,0096|0006|0018,0.7965670178751182
0096|0006|0018,0094|0006|0014,0.7965670178751182
0087|0016|0056,0091|0016|0051,0.7955583389289839
0091|0016|0051,0087|0016|0056,0.7955583389289839
0068|0038|0002,0069|0038|0003,0.7950324903725691
0069|0038|0003,0068|0038|0002,0.7950324903725691
0069|0038|0001,0068|0038|0000,0.7950283694298257
0068|0038|0000,0069|0038|0001,0.7950283694298257
0068|0068|0002,0069|0027|0003,0.7949983500720742
0069|0027|0003,0068|0068|0002,0.7949983500720742
0069|0027|0004,0068|0068|0003,0.7949981624368494
0068|0068|0003,0069|0027|0004,0.7949981624368494
0096|0008|0000,0094|0007|0030,0.79495077528527
0094|0007|0030,0096|0008|0000,0.79495077528527
0083|0035|0023,0093|0011|0014,0.7945978636558553
0069|0025|0001,0068|0068|0000,0.7944506164022438
0068|0068|0000,0069|0025|0001,0.7944506164022438
0067|0149|0006,0077|0005|0006,0.7944246516060783
0077|0005|0006,0067|0149|0006,0.7944246516060783
0093|0011|0014,0083|0035|0023,0.7938604620038247
0068|0323|0030,0069|0036|0000,0.7937102999569904
0069|0036|0000,0068|0323|0030,0.7937102999569904
0088|0013|0018,0089|0009|0014,0.7932358832483425
0089|0009|0014,0088|0013|0018,0.7932358832483425
0095|0003|0014,0094|0003|0014,0.793140575025845
0090|0020|0000,0092|0011|0003,0.7931324683558217
0092|0011|0003,0090|0020|0000,0.7931324683558217
0094|0003|0014,0095|0003|0014,0.7925226565645306
0092|0012|0009,0084|0093|0015,0.791537399130509
0084|0093|0015,0092|0012|0009,0.791537399130509
0045|0014|0014,0047|0012|0016,0.7911403980746479
0047|0012|0016,0045|0014|0014,0.7911403980746479
0091|0018|0028,0087|0018|0031,0.7907807125125278
0087|0018|0031,0091|0018|0028,0.7907807125125278
0046|0037|0023,0063|0012|0014,0.7901785367025876
0063|0012|0014,0046|0037|0023,0.7901785367025876
0068|0390|0002,0069|0045|0002,0.7901180817400918
0069|0045|0002,0068|0390|0002,0.7900659406952817
0045|0027|0028,0063|0005|0015,0.7884896239035346
0064|0007|0028,0063|0005|0015,0.7884896239035346
0063|0005|0015,0064|0007|0028,0.7884896239035346
0063|0005|0015,0045|0027|0028,0.7884896239035346
0071|0009|0014,0088|0007|0034,0.7877163545496639
0088|0007|0034,0071|0009|0014,0.7877163545496639
0091|0039|0001,0076|0066|0023,0.7873109989664123
0076|0066|0023,0091|0039|0001,0.7873109989664123
0046|0029|0008,0064|0003|0028,0.7871915617707432
0046|0029|0008,0045|0023|0028,0.7871915617707432
0064|0003|0028,0046|0029|0008,0.7871915617707432
0045|0023|0028,0046|0029|0008,0.7871915617707432
0045|0017|0015,0050|0010|0015,0.7871505588810527
0046|0028|0020,0047|0023|0014,0.7869685946580969
0047|0023|0014,0046|0028|0020,0.7869685946580969
0069|0041|0032,0068|0131|0035,0.7868791637038185
0068|0131|0035,0069|0041|0032,0.7868791637038185
0069|0044|0023,0068|0390|0001,0.7868500249907445
0068|0390|0001,0069|0044|0023,0.7868500249907445
0050|0010|0015,0045|0017|0015,0.7867006491326978
0047|0023|0030,0048|0029|0014,0.7866848995873006
0048|0029|0014,0047|0023|0030,0.7866848995873006
0068|0129|0014,0069|0034|0023,0.7865984197371234
0069|0034|0023,0068|0129|0014,0.7865984197371234
0067|0177|0014,0068|0359|0017,0.785819713826002
0068|0359|0017,0067|0177|0014,0.785819713826002
0069|0029|0042,0068|0040|0009,0.7855661812505761
0068|0040|0009,0069|0029|0042,0.7855661812505761
0091|0013|0028,0087|0013|0023,0.785178570961272
0087|0013|0023,0091|0013|0028,0.785178570961272
0046|0048|0029,0045|0035|0014,0.7849635640558454
0091|0038|0000,0076|0069|0003,0.7847193902639101
0076|0069|0003,0091|0038|0000,0.7847193902639101
0076|0069|0017,0091|0033|0029,0.7845733197681928
0091|0033|0029,0076|0069|0017,0.7845733197681928
0069|0035|0014,0068|0040|0028,0.7845055020364783
0068|0040|0028,0069|0035|0014,0.7844317458687805
0090|0100|0001,0092|0024|0009,0.784034107172294
0092|0024|0009,0090|0100|0001,0.784034107172294
0045|0035|0014,0046|0048|0029,0.7839800200378249
0076|0020|0009,0075|0018|0028,0.7836926531169816
0069|0030|0035,0068|0131|0014,0.7836926531169816
0075|0018|0028,0076|0020|0009,0.7836926531169816
0068|0131|0014,0069|0030|0035,0.7836926531169816
0091|0008|0002,0076|0010|0002,0.7834557883385591
0076|0020|0031,0091|0013|0029,0.7832007514632604
0091|0013|0029,0076|0020|0031,0.7832007514632604
0076|0010|0002,0091|0008|0002,0.7829857825864452
0087|0006|0018,0076|0008|0023,0.7824685559094274
0076|0008|0023,0087|0006|0018,0.7824685559094274
0095|0007|0016,0094|0006|0000,0.7818916146747253
0094|0006|0000,0095|0007|0016,0.7818916146747253
0091|0008|0000,0087|0007|0022,0.7813303649698442
0087|0007|0022,0091|0008|0000,0.7813303649698442
0091|0039|0001,0076|0070|0009,0.7808204339819684
0076|0070|0009,0091|0039|0001,0.7808204339819684
0089|0003|0009,0084|0003|0014,0.7807087695618975
0084|0003|0014,0089|0003|0009,0.7807087695618975
0023|0013|0014,0012|0008|0023,0.7805206292317496
0012|0008|0023,0023|0013|0014,0.7805206292317496
